name,look,smell,taste,feel,review
Chang Beer,3.0,3.0,2.75,2.75,"Sampling right now on 4/21/15. Comes in a 330ml (11.2 ounce) bottle. From the Cosmos Brewery (Thai Beverage Plc.) in Bangkok, Thailand. Bottle chilled down down to 36 degrees F in my beer cooler and poured to a flute glass.

Brew pours a pale straw-yellow in color with a very thin white head. Really no lacing to mention except for a small amount when sipped that slides back down the sides of the glass. The aroma is just of some sweet grains that is slightly 'musty', like wet hay. Pretty much is said for the taste. Nothing else stands out for the taste. Not bitter or harsh aftertaste though. Finishes slightly crisp and dry even. Really nothing special but worth a try since how many brews from Thailand have you tried? Yeah exactly. Lighter-bodied with good carbonation. Overall it was just OK.Apr 21, 2015"
Chang Beer,3.0,2.5,1.5,2.5,"Decided to give it a try, what the heck. I actually kind of enjoyed Singha.

Pours a very pale gold, light straw. A crisp and quickly dissipating white head. Nothing special but it is a nice color.

Smells…like damp hay and raw grain. Slightly sweet in a white bread sort of way. A bit musty, like an old barn after a gentle rain… pasture-y.

Taste is pretty bland. Nothing really that stands out overall. It tastes slightly like it smells. Of damp hay and raw grain. It has a mineral sort of quality to it. Something that reminds of me Perrier sparkling water. It is light enough that I actually seem to get a hint of alcohol. The sweet, grain like undertone is most prominent overall.

Mouthfeel is okay, a bit tacky. Crisp… but oddly tacky. It is light… it is fizzy.

Overall, I would stick with Singha if I were to have a run of the mill Asian beer. Though f you were desperate and in need of a beer abroad, this would do. It makes me think a lot of drinking San Miguel when I was traveling in Spain. It is just beer and should probably be consumed no more than one on a hot day.Apr 11, 2015"
Chang Beer,2.0,1.75,1.75,1.75,"Brutal, tastes like formaldahyde mixed with buffalo piss with a hint of cereal grains. Terrible headache in tne morning, however i did drink 10 bottles. Not recommended.Apr 03, 2015"
Chang Beer,3.5,2.5,2.25,2.25,"I lived in Thailand 4 times and spent a total of about 5 years there, so I felt i should at least take the time to write about their beers...which are all bad. There are a few local brew places that are okay, but the stuff sold in stores is all bad.
Not much to say about Chang specifically. Cheap bad beer from Thailand. Piss.Jan 19, 2015"
Hoegaarden Original White Ale,4.25,4.0,3.75,3.75,"Hazy gold appearance with a large, thick white head and good lacing. Yeasty, spicy aroma with tart citrus. Dry spicy flavor with the orange peel more evident in the aftertaste. Medium-to-light bodied, well carbonated mouthfeel leading to an average length finish. Not too bad for such a widely distributed mass produced beer.Aug 18, 2021"
Hoegaarden Original White Ale,4.0,4.0,4.0,4.0,"L:. Pours a cloudy straw yellow with a very foamy white head and a few fingers of lacing on the glass.

S:. Lots of wheat and notes of lemon, orange and coriander, a touch of spice and Belgian yeast.

T:. Lots of wheat, notes of orange and lemon, notes of coriander, a touch of spice and coriander. Very drinkable.

F:. Smooth creamy body, easy drinking.

O:. Despite the ownership, this is a very nice witbier.Aug 06, 2021"
Hoegaarden Original White Ale,3.5,3.75,3.75,3.75,"My notes from April 2002: ""Very refreshing witbier, citrus and yeast aroma, pleasant flavour, subtle aftertaste."" I've had this beer many times since then, and it still is ""the"" standard witbier for me, despite being brewed by a multinational giant brewery.Jul 20, 2021"
Hoegaarden Original White Ale,4.5,4.5,4.75,4.75,"Not sure what a 5 beer should be, but this one is close. I pick up a 4 pack of Hoegaarden every now and then as I regard this to be one of those ""too much of a good thing"" beers. Personally I'll have one on the odd occasion as it's a quality Weiss which is best enjoyed for what it is instead of a night out kinda beer.
Without going into details, it's a really good Weiss which can be used as a benchmark beer in this category.Jul 20, 2021"
Hoegaarden Original White Ale,5.0,4.5,4.5,3.5,"If you like Belgium Whites, you'll love this one. I've read that it's the archetype of said category, and after having sampled (cases) of both domestic and import variations of said category, I can believe it's the original.

Nice cloudy amber with a nice amount of head that stuck around for a while. Not much lacing. Nice ""full"" mouthfeel with moderate carbonation, not too bubbly. Subtle notes of orange and fall spices.

Served cold on a hot day and you'll be hooked. Great drinkability. (Lot better than the domestic brands that copy that flavor.)Jul 06, 2021"
Hoegaarden Original White Ale,4.0,5.0,4.5,3.75,"This a mainstream beer, and it's done well. It has what US beers of this style lack entirely at this price point. It's called- class.
If you really hate yourself, you can get a Shocktop at this price, but I doubt you would enjoy it. Yes, some 10$ micro brews achieve the same result , but when I open a 10$ per bottle local brew, I expect it to be better, otherwise what's the point. European beers will still beat any US brews at any time of the week when it comes to flavored line of product. It's in the water, it is simply better water in EU. Food, drinks, even drugs have different taste and feeling in Europe, for those who have been there and done it, it's obvious.Jun 23, 2021"
Hoegaarden Original White Ale,4.75,4.5,3.5,3.0,"Pours a nice pale ""white"" color with heavy, obscuring haze, but not the kind that clouds many of today's ""NE IPAs."" The head started fluffy white and prevented me from getting a full bottle into the glass in a single try, even on a fairly light pour.

Nose is as expected with banana and an somewhat earthy sorta spice - coriander. There's a little bit of mineral to soapy note like some say of cilantro, but it is missing the herbal aspect of the leafys. Taste brings the mineral water backed by the coriander, with the wheat banana note being a very light platform for these to dance across. A little bit of white pepper joins by mid-taste, and I think it sorta counters and quells an slight increase in banana flavor.

The feel is fairly thin, and there's more carbonation than I expected. There's more heft and smoothness than a seltzer, but my mind did drift to that drink as I tried to figure this beer out. The back end is actually pretty dry.

Lighter overall with a nice aroma the taste (and feel) don't live up to for me.Jun 18, 2021"
Hoegaarden Original White Ale,4.5,4.25,3.5,3.5,"L: Cloudy lemon, good lacing
S: Wheat, banana, lemon, cinnamon, bread, butteriness
T: Spices, banana, wheat, green vegetables
F: Quite watery, less complex on the mouth than on the nose

O: 3.75Mar 30, 2021"
Hoegaarden Original White Ale,4.25,4.0,3.5,3.25,"Hazy lemon look. Smell is wonderfully potent. Taste is very citrusy. Feels full. The flavor is a bit duller than I expected, but doesn't taste bad at all.Mar 18, 2021"
Hoegaarden Original White Ale,2.5,4.25,4.75,4.5,"I think this is my new favorite wheat ale. Its like a blue moon on flavor steroids. The coriander and other spices, make for a very flavorful beer, and is very pleasant to drink while eating. The beer is a naturally cloudy color, with a wonderful spice smell. It goes down smooth and i could easily drink an entire six pack. I would without a doubt recomend this beer to anyone who is a fan of wheat beer.Feb 03, 2021"
Hoegaarden Original White Ale,3.75,3.75,4.0,4.0,"Poured a pale hazy yellow with a fizzy white one finger head. Banana clove nose. Tastes of citrus, banana, clove and malt. Medium body with light carbonation. Dry finish. Very easy drinking and refreshing.Jan 24, 2021"
Hoegaarden Original White Ale,5.0,4.0,4.25,3.5,"Look: Beautiful pale yellow colour. Cloudy. White head.

Smell: Yeast. Banana. Malts.

Taste: Yeasty. Banana and vanilla. No obvious taste of hops.

Feel: Very mild carbonation, not enough for the mouthfeel. Light-body. Some sweetness. No obvious taste of sourness.

Overall: A good witbier, but it really lacks carbonation. The lack of carbonation makes it feel a little bit watery in the mouth.Dec 26, 2020"
Hoegaarden Original White Ale,4.25,3.5,3.75,4.5,"Very hazy and foamy. Fluffy mouthfeel and soapy flavors. Very crisp and light. A lot of the flavor comes through as coriander and clove, supported by the wheat and citrus. Very drinkable, but a bit below something what most craft brewers do these days.Dec 24, 2020"
Hoegaarden Original White Ale,5.0,3.5,3.5,3.25,"Pours a hazy light yellow with a full white head that laces and lingers. Nose is spice and wheat. Taste is wheat with a spice foundation. Mild bitterness and crisp. 11.2 bottle Hate these cheap bottles. BBY 5/9/21- such precisionDec 03, 2020"
Hoegaarden Original White Ale,4.0,3.5,3.75,3.75,"nice creamy 3 finger head in my glass easy to drink beer I enjoyed it very much. 
hazy color and nice head .
overall it's a good wheat beer and easy to drink. 
cheersSep 20, 2020"
Hoegaarden Original White Ale,4.0,3.5,3.5,3.75,"Beautiful pour into a tulip glass. Two finger head and cloudy gold color. Smell is clove and citrus. Taste follows with some orange and lemon? Medium fizz and very drinkable.Aug 16, 2020"
Hoegaarden Original White Ale,3.75,3.25,3.5,3.75,"It's hoegaarden, if you haven't tried one you definitely should but don't expect it to be the best Belgian wheat beer you've ever had. A few decades ago before the craft beer surge this was probably an upper echelon beer, but in the last decade brewing has come a long way and left InBev beers like this in the dust. 

Pours a slightly hazy straw gold. Well carbonated and spritz-y. Traditional flavors of coriander and orange peel are present but muted, probably InBev's doing. Finishes light but watery. Aftertaste doesn't linger long. This is significantly better than comparably priced beers such as Miller or Bluemoon, but that's not saying much. Surprising to see so many 4+ reviews on this, even some perfect 5s. Not to sound overly snooty but anyone reading who would rate this in the 4.5-5.0 range should do themselves a favor and try some real craft beers.Jul 28, 2020"
